datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,con_feature,cheat_feature_simple,cheat_feature_robust
8/7/2011 3:00,3,0,0,2,28.7,33.335,84,8.9981,9,23,32,1,,
8/7/2011 4:00,3,0,0,1,28.7,33.335,84,8.9981,1,5,6,1,6,6
8/7/2011 5:00,3,0,0,1,28.7,33.335,89,12.998,1,4,5,1,5,5
8/7/2011 6:00,3,0,0,1,28.7,33.335,89,11.0014,3,10,13,1,,
8/7/2011 7:00,3,0,0,1,28.7,33.335,84,12.998,11,28,39,1,,
8/7/2011 8:00,3,0,0,1,29.52,34.85,79,12.998,23,66,89,1,,
8/7/2011 9:00,3,0,0,1,31.16,37.12,75,7.0015,82,102,184,1,,
8/7/2011 10:00,3,0,0,1,32.8,40.15,66,8.9981,88,178,266,1,266,
8/7/2011 11:00,3,0,0,1,33.62,41.665,63,,113,156,269,1,269,
8/7/2011 12:00,3,0,0,1,36.9,42.425,42,19.9995,161,209,370,1,370,
8/7/2011 13:00,3,0,0,1,36.9,42.425,42,19.9995,118,206,324,1,324,
8/7/2011 14:00,3,0,0,1,35.26,40.15,47,12.998,130,192,322,1,322,
8/7/2011 15:00,3,0,0,3,29.52,34.85,74,19.9995,118,208,326,1,326,
8/7/2011 16:00,3,0,0,3,29.52,34.85,74,19.9995,74,119,193,1,,
8/7/2011 17:00,3,0,0,3,30.34,35.605,74,43.0006,63,131,194,1,,
8/7/2011 18:00,3,0,0,1,29.52,34.85,74,6.0032,74,155,229,1,229,
8/7/2011 19:00,3,0,0,1,29.52,34.85,79,11.0014,68,160,228,1,228,
8/7/2011 20:00,3,0,0,1,29.52,35.605,84,8.9981,50,133,183,1,,
8/7/2011 21:00,3,0,0,1,29.52,35.605,84,7.0015,36,100,136,1,,100
8/7/2011 22:00,3,0,0,1,28.7,33.335,89,12.998,21,82,103,1,,
8/7/2011 23:00,3,0,0,1,28.7,33.335,79,7.0015,12,43,55,1,,
8/8/2011 0:00,3,0,1,1,28.7,33.335,79,7.0015,13,17,30,1,,
8/8/2011 1:00,3,0,1,1,27.88,31.82,83,8.9981,4,8,12,1,,8
8/8/2011 2:00,3,0,1,1,27.06,29.545,89,,4,3,7,1,7,7
8/8/2011 3:00,3,0,1,1,27.06,29.545,89,,1,0,1,1,1,1
8/8/2011 4:00,3,0,1,1,27.06,29.545,,7.0015,2,8,10,1,10,10
8/8/2011 5:00,3,0,1,1,28.7,33.335,79,6.0032,1,14,15,1,,14
8/8/2011 6:00,3,0,1,1,28.7,32.575,65,19.0012,8,87,95,1,,
8/8/2011 7:00,3,0,1,1,29.52,34.09,62,19.9995,18,249,267,1,267,
8/8/2011 8:00,3,0,1,1,30.34,34.09,58,22.0028,29,320,349,1,349,
8/8/2011 9:00,3,0,1,1,31.16,34.85,55,26.0027,37,146,183,1,,
8/8/2011 10:00,3,0,1,1,32.8,37.12,52,26.0027,62,62,124,1,,
8/8/2011 11:00,3,0,1,1,33.62,37.12,48,23.9994,90,89,179,1,,
8/8/2011 12:00,3,0,1,1,33.62,37.88,46,16.9979,48,134,182,1,,
8/8/2011 13:00,3,0,1,1,34.44,37.88,44,19.9995,43,108,151,1,,
8/8/2011 14:00,3,0,1,1,33.62,37.12,43,19.9995,41,109,150,1,,
8/8/2011 15:00,3,0,1,1,34.44,37.88,41,19.9995,40,86,126,1,,
8/8/2011 16:00,3,0,1,1,35.26,38.635,39,19.0012,64,218,282,1,282,
8/8/2011 17:00,3,0,1,1,35.26,38.635,39,11.0014,67,460,527,1,527,
8/8/2011 18:00,3,0,1,1,34.44,37.88,41,8.9981,64,465,529,1,529,
8/8/2011 19:00,3,0,1,1,33.62,37.12,43,7.0015,64,352,416,1,416,
8/8/2011 20:00,3,0,1,1,32.8,37.88,55,,71,215,286,1,286,
8/8/2011 21:00,3,0,1,1,31.16,35.605,58,6.0032,30,156,186,1,,
8/8/2011 22:00,3,0,1,1,31.16,35.605,58,7.0015,26,121,147,1,,
8/8/2011 23:00,3,0,1,1,30.34,34.85,66,7.0015,19,53,72,1,,
8/9/2011 0:00,3,0,1,1,29.52,34.85,79,8.9981,10,25,35,1,,
8/9/2011 1:00,3,0,1,1,29.52,34.09,66,,5,9,14,1,,9
8/9/2011 2:00,3,0,1,1,29.52,34.09,70,,9,3,12,1,,3
8/9/2011 3:00,3,0,1,1,,34.09,62,,0,3,3,1,3,3
8/9/2011 4:00,3,0,1,1,28.7,33.335,74,,1,6,7,1,7,7
8/9/2011 5:00,3,0,1,1,28.7,32.575,65,6.0032,5,25,30,1,,
8/9/2011 6:00,3,0,1,1,29.52,33.335,64,,6,95,101,1,,
8/9/2011 7:00,3,0,1,1,29.52,34.85,74,7.0015,30,313,343,1,343,
8/9/2011 8:00,3,0,1,1,30.34,34.85,66,,40,352,392,1,392,
8/9/2011 9:00,3,0,1,2,31.98,37.12,62,8.9981,34,141,175,1,,
8/9/2011 10:00,3,0,1,2,32.8,38.635,59,15.0013,55,89,144,1,,
8/9/2011 11:00,3,0,1,1,32.8,38.635,59,15.0013,61,88,149,1,,
8/9/2011 12:00,3,0,1,1,33.62,39.395,56,12.998,60,125,185,1,,
8/9/2011 13:00,3,0,1,1,34.44,39.395,49,11.0014,48,127,175,1,,
8/9/2011 14:00,3,0,1,1,35.26,39.395,44,19.0012,53,95,148,1,,
8/9/2011 15:00,3,0,1,1,35.26,38.635,39,19.0012,58,106,164,1,,
8/9/2011 16:00,3,0,1,1,35.26,38.635,39,19.9995,57,228,285,1,285,
8/9/2011 17:00,3,0,1,1,32.8,37.88,55,11.0014,79,453,532,1,532,
8/9/2011 18:00,3,0,1,1,32.8,37.88,55,12.998,97,488,585,1,585,
8/9/2011 19:00,3,0,1,1,32.8,37.12,49,7.0015,69,302,371,1,371,
8/9/2011 20:00,3,0,1,1,32.8,36.365,43,12.998,34,258,292,1,292,
8/9/2011 21:00,3,0,1,1,31.98,34.85,46,16.9979,46,184,230,1,230,
8/9/2011 22:00,3,0,1,1,31.98,34.85,46,19.9995,28,127,155,1,,
8/9/2011 23:00,3,0,1,1,31.16,34.09,48,19.0012,22,53,75,1,,
8/10/2011 0:00,3,0,1,1,30.34,33.335,51,15.0013,19,18,37,1,,18
8/10/2011 1:00,3,0,1,1,29.52,33.335,54,12.998,7,10,17,1,,
8/10/2011 2:00,3,0,1,1,29.52,33.335,54,11.0014,1,10,11,1,,10
8/10/2011 3:00,3,0,1,1,28.7,32.575,58,11.0014,1,3,4,1,4,4
8/10/2011 4:00,3,0,1,1,28.7,32.575,54,8.9981,1,4,5,1,5,5
8/10/2011 5:00,3,0,1,1,27.88,31.82,61,6.0032,2,30,32,1,,
8/10/2011 6:00,3,0,1,1,27.88,31.82,61,,9,110,119,1,,
8/10/2011 7:00,3,0,1,1,28.7,32.575,58,6.0032,16,289,305,1,305,
8/10/2011 8:00,3,0,1,1,30.34,33.335,51,12.998,38,361,399,1,399,
8/10/2011 9:00,3,0,1,1,31.16,34.09,48,15.0013,32,148,180,1,,
8/10/2011 10:00,3,0,1,1,32.8,36.365,43,15.0013,41,72,113,1,,
8/10/2011 11:00,3,0,1,1,32.8,35.605,41,26.0027,54,95,149,1,,
8/10/2011 12:00,3,0,1,1,33.62,36.365,38,19.9995,74,166,240,1,240,
8/10/2011 13:00,3,0,1,1,33.62,36.365,38,19.0012,41,150,191,1,,
8/10/2011 14:00,3,0,1,1,34.44,36.365,34,22.0028,62,116,178,1,,
8/10/2011 15:00,3,0,1,1,35.26,37.12,30,22.0028,53,141,194,1,,
8/10/2011 16:00,3,0,1,1,35.26,37.12,26,19.9995,76,206,282,1,282,
8/10/2011 17:00,3,0,1,1,34.44,35.605,26,19.9995,71,513,584,1,584,
8/10/2011 18:00,3,0,1,1,33.62,35.605,28,19.9995,70,489,559,1,559,
8/10/2011 19:00,3,0,1,1,32.8,34.85,26,16.9979,79,334,413,1,413,
8/10/2011 20:00,3,0,1,1,31.16,33.335,31,8.9981,59,253,312,1,312,
8/10/2011 21:00,3,0,1,1,31.16,33.335,33,7.0015,47,162,209,1,209,
8/10/2011 22:00,3,0,1,1,30.34,32.575,37,,17,122,139,1,,
8/10/2011 23:00,3,0,1,1,30.34,32.575,37,6.0032,14,94,108,1,,
8/11/2011 0:00,3,0,1,1,28.7,31.82,45,7.0015,6,40,46,1,,
8/11/2011 1:00,3,0,1,1,28.7,31.82,45,8.9981,9,17,26,1,,17
8/11/2011 2:00,3,0,1,1,27.06,31.06,54,8.9981,3,8,11,1,,8
8/11/2011 3:00,3,0,1,1,26.24,31.06,57,8.9981,2,7,9,1,,7
8/11/2011 4:00,3,0,1,1,26.24,31.06,57,11.0014,1,4,5,1,5,5
8/11/2011 5:00,3,0,1,1,26.24,31.06,61,12.998,2,23,25,1,,23
8/11/2011 6:00,3,0,1,1,25.42,30.305,65,11.0014,5,101,106,1,,
8/11/2011 7:00,3,0,1,1,27.06,31.06,54,8.9981,15,292,307,1,307,
8/11/2011 8:00,3,0,1,1,28.7,31.82,45,11.0014,29,361,390,1,390,
8/11/2011 9:00,3,0,1,1,29.52,32.575,39,15.0013,31,166,197,1,,
8/11/2011 10:00,3,0,1,1,30.34,32.575,37,16.9979,36,96,132,1,,
8/11/2011 11:00,3,0,1,1,31.16,33.335,35,16.9979,59,128,187,1,,
8/11/2011 12:00,3,0,1,1,31.98,34.09,31,16.9979,50,164,214,1,214,
8/11/2011 13:00,3,0,1,1,31.16,33.335,31,15.0013,51,166,217,1,217,
8/11/2011 14:00,3,0,1,1,32.8,34.85,29,,39,103,142,1,,
8/11/2011 15:00,3,0,1,1,32.8,34.85,29,19.9995,52,126,178,1,,
8/11/2011 16:00,3,0,1,1,32.8,34.85,27,12.998,57,241,298,1,298,
8/11/2011 17:00,3,0,1,1,32.8,34.85,29,16.9979,96,486,582,1,582,
8/11/2011 18:00,3,0,1,1,31.98,34.09,29,6.0032,74,497,571,1,571,
8/11/2011 19:00,3,0,1,1,30.34,32.575,35,12.998,48,323,371,1,371,
8/11/2011 20:00,3,0,1,1,29.52,32.575,37,8.9981,56,232,288,1,288,
8/11/2011 21:00,3,0,1,1,28.7,32.575,48,6.0032,35,171,206,1,206,
8/11/2011 22:00,3,0,1,1,28.7,32.575,48,,34,123,157,1,,
8/11/2011 23:00,3,0,1,1,27.06,31.06,50,11.0014,22,105,127,1,,
8/12/2011 0:00,3,0,1,1,26.24,31.06,53,11.0014,12,53,65,1,,
8/12/2011 1:00,3,0,1,1,26.24,31.06,53,8.9981,4,19,23,1,,
8/12/2011 2:00,3,0,1,1,,31.06,57,12.998,0,15,15,1,,15
8/12/2011 3:00,3,0,1,1,,31.06,53,11.0014,0,9,9,1,,9
8/12/2011 4:00,3,0,1,1,,31.06,53,8.9981,0,5,5,1,5,5
8/12/2011 5:00,3,0,1,1,24.6,31.06,56,8.9981,2,24,26,1,,24
8/12/2011 6:00,3,0,1,1,25.42,31.06,50,8.9981,3,73,76,1,,
8/12/2011 7:00,3,0,1,1,26.24,31.06,44,11.0014,17,247,264,1,264,
8/12/2011 8:00,3,0,1,1,27.88,31.82,39,15.0013,29,397,426,1,426,
8/12/2011 9:00,3,0,1,1,29.52,32.575,34,8.9981,27,178,205,1,205,
8/12/2011 10:00,3,0,1,1,30.34,32.575,33,7.0015,44,86,130,1,,
8/12/2011 11:00,3,0,1,1,31.16,33.335,29,,48,108,156,1,,
8/12/2011 12:00,3,0,1,1,32.8,34.85,27,,55,167,222,1,222,
8/12/2011 13:00,3,0,1,1,31.98,34.09,29,6.0032,74,179,253,1,253,
8/12/2011 14:00,3,0,1,1,32.8,34.85,29,12.998,51,135,186,1,,
8/12/2011 15:00,3,0,1,1,32.8,34.85,29,11.0014,59,190,249,1,249,
8/12/2011 16:00,3,0,1,1,33.62,35.605,28,,68,266,334,1,334,
8/12/2011 17:00,3,0,1,1,33.62,35.605,26,,93,423,516,1,516,
8/12/2011 18:00,3,0,1,1,31.16,34.09,40,19.9995,89,376,465,1,465,
8/12/2011 19:00,3,0,1,1,30.34,33.335,42,15.0013,101,284,385,1,385,
8/12/2011 20:00,3,0,1,1,29.52,32.575,42,15.0013,77,210,287,1,287,
8/12/2011 21:00,3,0,1,1,28.7,32.575,48,8.9981,73,153,226,1,226,
8/12/2011 22:00,3,0,1,1,27.88,31.82,51,,74,157,231,1,231,
8/12/2011 23:00,3,0,1,1,27.88,31.82,51,,51,100,151,1,,
8/13/2011 0:00,3,0,0,1,27.88,31.82,51,7.0015,15,69,84,1,,
8/13/2011 1:00,3,0,0,2,27.88,31.82,57,6.0032,13,64,77,1,,
8/13/2011 2:00,3,0,0,1,27.88,31.82,57,,16,58,74,1,,
8/13/2011 3:00,3,0,0,1,27.06,31.06,65,8.9981,9,18,27,1,,18
8/13/2011 4:00,3,0,0,2,26.24,30.305,,8.9981,5,5,10,1,10,10
8/13/2011 5:00,3,0,0,1,26.24,30.305,73,7.0015,3,15,18,1,,
8/13/2011 6:00,3,0,0,1,26.24,30.305,73,6.0032,3,19,22,1,,
8/13/2011 7:00,3,0,0,2,27.06,31.06,74,12.998,10,34,44,1,,
8/13/2011 8:00,3,0,0,2,28.7,32.575,65,11.0014,28,90,118,1,,
8/13/2011 9:00,3,0,0,2,28.7,33.335,74,11.0014,70,138,208,1,208,
8/13/2011 10:00,3,0,0,2,29.52,34.85,74,15.0013,97,163,260,1,260,
8/13/2011 11:00,3,0,0,2,30.34,34.85,70,12.998,122,192,314,1,314,
8/13/2011 12:00,3,0,0,2,27.06,29.545,89,11.0014,175,246,421,1,421,
8/13/2011 13:00,3,0,0,2,30.34,35.605,74,22.0028,61,92,153,1,,
8/13/2011 14:00,3,0,0,1,30.34,34.85,70,16.9979,113,146,259,1,259,
8/13/2011 15:00,3,0,0,3,27.88,31.82,79,23.9994,150,208,358,1,358,
8/13/2011 16:00,3,0,0,2,28.7,33.335,74,19.0012,148,133,281,1,281,
8/13/2011 17:00,3,0,0,2,29.52,34.85,74,16.9979,97,172,269,1,269,
8/13/2011 18:00,3,0,0,1,28.7,33.335,74,15.0013,123,169,292,1,292,
8/13/2011 19:00,3,0,0,2,27.88,31.82,79,19.0012,67,170,237,1,237,
8/13/2011 20:00,3,0,0,2,27.88,31.82,83,15.0013,78,105,183,1,,
8/13/2011 21:00,3,0,0,2,27.88,31.82,83,26.0027,40,127,167,1,,
8/13/2011 22:00,3,0,0,2,27.88,31.82,83,26.0027,36,118,154,1,,
8/13/2011 23:00,3,0,0,2,27.06,30.305,83,22.0028,25,95,120,1,,
8/14/2011 0:00,3,0,0,3,27.06,30.305,83,19.9995,19,71,90,1,,
8/14/2011 1:00,3,0,0,3,26.24,28.79,89,15.0013,16,57,73,1,,
8/14/2011 2:00,3,0,0,3,26.24,28.79,89,15.0013,13,49,62,1,,
8/14/2011 3:00,3,0,0,2,26.24,28.03,94,16.9979,5,22,27,1,,22
8/14/2011 4:00,3,0,0,3,26.24,28.03,94,12.998,1,2,3,1,3,3
8/14/2011 5:00,3,0,0,2,26.24,28.03,,11.0014,1,9,10,1,10,10
8/14/2011 6:00,3,0,0,2,26.24,28.03,94,7.0015,2,4,6,1,6,6
8/14/2011 7:00,3,0,0,2,27.06,29.545,89,12.998,4,20,24,1,,
8/14/2011 8:00,3,0,0,2,27.06,29.545,89,19.0012,20,21,41,1,,
8/14/2011 9:00,3,0,0,3,27.06,29.545,89,19.0012,27,76,103,1,,
8/14/2011 10:00,3,0,0,1,28.7,33.335,79,15.0013,67,116,183,1,,
8/14/2011 11:00,3,0,0,1,28.7,33.335,79,12.998,81,117,198,1,,
8/14/2011 12:00,3,0,0,2,28.7,33.335,79,15.0013,98,183,281,1,281,
8/14/2011 13:00,3,0,0,1,29.52,34.85,74,16.9979,144,233,377,1,377,
8/14/2011 14:00,3,0,0,1,30.34,34.85,70,12.998,126,244,370,1,370,
8/14/2011 15:00,3,0,0,1,30.34,34.85,66,12.998,128,203,331,1,331,
8/14/2011 16:00,3,0,0,1,30.34,34.85,66,11.0014,116,176,292,1,292,
8/14/2011 17:00,3,0,0,1,31.16,35.605,62,8.9981,133,196,329,1,329,
8/14/2011 18:00,3,0,0,1,30.34,34.85,66,11.0014,125,222,347,1,347,
8/14/2011 19:00,3,0,0,1,29.52,34.85,74,15.0013,75,184,259,1,259,
8/14/2011 20:00,3,0,0,1,28.7,33.335,84,11.0014,67,126,193,1,,
8/14/2011 21:00,3,0,0,3,24.6,27.275,88,32.9975,51,104,155,1,,
8/14/2011 22:00,3,0,0,3,24.6,27.275,88,32.9975,14,25,39,1,,
8/14/2011 23:00,3,0,0,3,24.6,28.03,83,,5,22,27,1,,22
8/15/2011 0:00,3,0,1,3,24.6,27.275,88,6.0032,7,18,25,1,,18
8/15/2011 1:00,3,0,1,2,24.6,27.275,,8.9981,1,9,10,1,10,10
8/15/2011 2:00,3,0,1,2,,28.03,83,,0,3,3,1,3,3
8/15/2011 3:00,3,0,1,1,24.6,28.03,83,12.998,1,6,7,1,7,7
8/15/2011 4:00,3,0,1,1,24.6,28.03,83,8.9981,1,4,5,1,5,5
8/15/2011 5:00,3,0,1,2,24.6,27.275,88,12.998,3,14,17,1,,
8/15/2011 6:00,3,0,1,1,24.6,27.275,88,16.9979,3,87,90,1,,
8/15/2011 7:00,3,0,1,1,24.6,27.275,88,16.9979,10,248,258,1,258,
8/15/2011 8:00,3,0,1,1,26.24,29.545,78,22.0028,29,326,355,1,355,
8/15/2011 9:00,3,0,1,1,26.24,29.545,78,22.0028,52,170,222,1,222,
8/15/2011 10:00,3,0,1,1,27.88,31.82,69,19.0012,54,87,141,1,,
8/15/2011 11:00,3,0,1,2,29.52,34.09,62,16.9979,41,112,153,1,,
8/15/2011 12:00,3,0,1,1,30.34,34.09,58,19.0012,62,116,178,1,,
8/15/2011 13:00,3,0,1,1,31.98,35.605,52,19.0012,53,140,193,1,,
8/15/2011 14:00,3,0,1,1,30.34,34.09,55,6.0032,56,95,151,1,,
8/15/2011 15:00,3,0,1,3,30.34,34.09,55,19.9995,49,133,182,1,,
8/15/2011 16:00,3,0,1,1,30.34,34.09,55,22.0028,58,225,283,1,283,
8/15/2011 17:00,3,0,1,1,30.34,33.335,51,19.0012,59,471,530,1,530,
8/15/2011 18:00,3,0,1,1,28.7,32.575,65,12.998,70,413,483,1,483,
8/15/2011 19:00,3,0,1,1,28.7,32.575,65,,54,343,397,1,397,
8/15/2011 20:00,3,0,1,1,27.06,31.06,74,8.9981,45,240,285,1,285,
8/15/2011 21:00,3,0,1,1,27.06,31.06,65,12.998,34,150,184,1,,
8/15/2011 22:00,3,0,1,1,27.06,31.06,69,16.9979,22,76,98,1,,
8/15/2011 23:00,3,0,1,1,26.24,30.305,69,15.0013,11,77,88,1,,
8/16/2011 0:00,3,0,1,1,26.24,30.305,69,7.0015,8,23,31,1,,23
8/16/2011 1:00,3,0,1,1,26.24,30.305,69,11.0014,4,12,16,1,,
8/16/2011 2:00,3,0,1,1,25.42,29.545,73,15.0013,1,3,4,1,4,4
8/16/2011 3:00,3,0,1,1,25.42,29.545,73,15.0013,1,5,6,1,6,6
8/16/2011 4:00,3,0,1,1,,30.305,69,19.9995,0,5,5,1,5,5
8/16/2011 5:00,3,0,1,1,25.42,29.545,73,19.0012,1,29,30,1,,
8/16/2011 6:00,3,0,1,1,25.42,29.545,73,22.0028,4,115,119,1,,
8/16/2011 7:00,3,0,1,1,26.24,30.305,69,16.9979,18,328,346,1,346,
8/16/2011 8:00,3,0,1,1,28.7,32.575,58,30.0026,24,417,441,1,441,
8/16/2011 9:00,3,0,1,1,27.88,31.82,61,19.0012,27,171,198,1,,
8/16/2011 10:00,3,0,1,1,28.7,32.575,58,26.0027,28,83,111,1,,
8/16/2011 11:00,3,0,1,1,30.34,33.335,51,15.0013,40,110,150,1,,
8/16/2011 12:00,3,0,1,1,31.16,34.09,48,22.0028,42,120,162,1,,
8/16/2011 13:00,3,0,1,1,31.16,34.09,48,19.9995,45,147,192,1,,
8/16/2011 14:00,3,0,1,1,31.16,34.09,45,27.9993,65,117,182,1,,
8/16/2011 15:00,3,0,1,1,32.8,35.605,41,19.9995,36,123,159,1,,
8/16/2011 16:00,3,0,1,1,32.8,35.605,41,15.0013,55,248,303,1,303,
8/16/2011 17:00,3,0,1,1,31.16,34.09,45,22.0028,75,525,600,1,600,
8/16/2011 18:00,3,0,1,1,31.16,34.09,45,15.0013,54,516,570,1,570,
8/16/2011 19:00,3,0,1,1,30.34,33.335,48,12.998,56,320,376,1,376,
8/16/2011 20:00,3,0,1,1,30.34,33.335,51,,48,232,280,1,280,
8/16/2011 21:00,3,0,1,1,29.52,33.335,54,,38,177,215,1,215,
8/16/2011 22:00,3,0,1,1,28.7,32.575,61,,31,121,152,1,,
8/16/2011 23:00,3,0,1,1,27.06,31.06,65,8.9981,20,57,77,1,,
8/17/2011 0:00,3,0,1,1,27.06,31.06,69,6.0032,8,16,24,1,,
8/17/2011 1:00,3,0,1,1,26.24,30.305,73,11.0014,2,12,14,1,,12
8/17/2011 2:00,3,0,1,1,,31.06,69,,0,6,6,1,6,6
8/17/2011 3:00,3,0,1,1,26.24,29.545,78,,1,4,5,1,5,5
8/17/2011 4:00,3,0,1,1,,30.305,73,,0,5,5,1,5,5
8/17/2011 5:00,3,0,1,1,,30.305,73,,0,28,28,1,,
8/17/2011 6:00,3,0,1,1,25.42,29.545,78,,4,101,105,1,,
8/17/2011 7:00,3,0,1,1,27.06,31.06,65,6.0032,12,296,308,1,308,
8/17/2011 8:00,3,0,1,1,28.7,32.575,54,11.0014,35,452,487,1,487,
8/17/2011 9:00,3,0,1,1,30.34,33.335,48,6.0032,31,178,209,1,209,
8/17/2011 10:00,3,0,1,1,31.16,34.09,43,6.0032,27,91,118,1,,
8/17/2011 11:00,3,0,1,1,31.98,34.85,43,7.0015,20,108,128,1,,
8/17/2011 12:00,3,0,1,1,32.8,36.365,43,19.0012,26,163,189,1,,
8/17/2011 13:00,3,0,1,1,32.8,35.605,41,12.998,38,138,176,1,,
8/17/2011 14:00,3,0,1,1,33.62,36.365,36,11.0014,54,138,192,1,,
8/17/2011 15:00,3,0,1,1,32.8,36.365,43,8.9981,42,117,159,1,,
8/17/2011 16:00,3,0,1,1,33.62,37.12,43,15.0013,62,238,300,1,300,
8/17/2011 17:00,3,0,1,1,32.8,37.12,49,15.0013,46,506,552,1,552,
8/17/2011 18:00,3,0,1,1,31.16,34.85,55,16.9979,86,470,556,1,556,
8/17/2011 19:00,3,0,1,1,31.16,34.85,55,15.0013,50,297,347,1,347,
8/17/2011 20:00,3,0,1,1,30.34,34.09,58,16.9979,37,243,280,1,280,
8/17/2011 21:00,3,0,1,1,29.52,34.09,62,15.0013,38,192,230,1,230,
8/17/2011 22:00,3,0,1,1,28.7,32.575,65,12.998,29,142,171,1,,
8/17/2011 23:00,3,0,1,1,28.7,32.575,65,19.0012,20,85,105,1,,
8/18/2011 0:00,3,0,1,1,27.88,31.82,65,8.9981,18,38,56,1,,
8/18/2011 1:00,3,0,1,2,27.06,31.06,65,11.0014,13,11,24,1,,
8/18/2011 2:00,3,0,1,1,27.06,31.06,65,15.0013,2,4,6,1,6,6
8/18/2011 3:00,3,0,1,1,,31.06,69,19.0012,0,6,6,1,6,6
8/18/2011 4:00,3,0,1,1,,30.305,73,15.0013,0,9,9,1,,9
8/18/2011 5:00,3,0,1,1,,29.545,78,19.0012,0,27,27,1,,27
8/18/2011 6:00,3,0,1,2,26.24,29.545,78,16.9979,6,97,103,1,,
8/18/2011 7:00,3,0,1,1,26.24,29.545,78,19.9995,19,289,308,1,308,
8/18/2011 8:00,3,0,1,1,27.06,31.06,74,19.0012,27,393,420,1,420,
8/18/2011 9:00,3,0,1,1,29.52,34.09,66,16.9979,42,186,228,1,228,
8/18/2011 10:00,3,0,1,1,30.34,34.85,66,16.9979,37,92,129,1,,
8/18/2011 11:00,3,0,1,1,31.16,35.605,58,16.9979,44,97,141,1,,
8/18/2011 12:00,3,0,1,1,32.8,37.12,52,19.0012,34,139,173,1,,
8/18/2011 13:00,3,0,1,1,32.8,37.12,52,23.9994,33,154,187,1,,
8/18/2011 14:00,3,0,1,1,33.62,37.88,46,22.0028,67,115,182,1,,
8/18/2011 15:00,3,0,1,1,32.8,36.365,46,23.9994,56,118,174,1,,
8/18/2011 16:00,3,0,1,1,32.8,36.365,46,23.9994,49,196,245,1,245,
8/18/2011 17:00,3,0,1,3,32.8,36.365,46,19.9995,44,365,409,1,409,
8/18/2011 18:00,3,0,1,3,31.16,34.85,55,16.9979,48,226,274,1,274,
8/18/2011 19:00,3,0,1,1,27.06,30.305,83,7.0015,26,115,141,1,,
8/18/2011 20:00,3,0,1,1,27.06,30.305,83,7.0015,24,141,165,1,,
8/18/2011 21:00,3,0,1,2,27.88,31.82,79,,12,137,149,1,,
8/18/2011 22:00,3,0,1,2,28.7,33.335,74,7.0015,18,117,135,1,,117
8/18/2011 23:00,3,0,1,2,28.7,33.335,74,8.9981,20,94,114,1,,
8/19/2011 0:00,3,0,1,3,27.88,31.82,69,12.998,9,53,62,1,,
8/19/2011 1:00,3,0,1,3,26.24,28.79,89,,1,19,20,1,,
8/19/2011 2:00,3,0,1,3,,28.79,83,,0,8,8,1,8,8
8/19/2011 3:00,3,0,1,1,26.24,29.545,,,2,1,3,1,3,3
8/19/2011 4:00,3,0,1,1,26.24,28.79,83,,1,7,8,1,8,8
8/19/2011 5:00,3,0,1,1,26.24,28.79,83,,1,16,17,1,,
8/19/2011 6:00,3,0,1,1,26.24,28.79,83,,2,91,93,1,,
8/19/2011 7:00,3,0,1,2,27.06,30.305,83,6.0032,12,251,263,1,263,
8/19/2011 8:00,3,0,1,2,27.06,30.305,83,,30,368,398,1,398,
8/19/2011 9:00,3,0,1,1,28.7,32.575,65,8.9981,31,187,218,1,218,
8/19/2011 10:00,3,0,1,1,29.52,34.09,62,6.0032,57,108,165,1,,
8/19/2011 11:00,3,0,1,2,29.52,34.09,66,6.0032,45,120,165,1,,
8/19/2011 12:00,3,0,1,2,30.34,34.09,62,6.0032,54,168,222,1,222,
8/19/2011 13:00,3,0,1,2,31.16,35.605,62,12.998,63,169,232,1,232,
8/19/2011 14:00,3,0,1,1,31.98,36.365,55,12.998,78,142,220,1,220,
8/19/2011 15:00,3,0,1,1,32.8,37.12,49,7.0015,66,156,222,1,222,
8/19/2011 16:00,3,0,1,1,32.8,37.12,49,,66,261,327,1,327,
8/19/2011 17:00,3,0,1,1,31.16,35.605,58,35.0008,85,442,527,1,527,
8/19/2011 18:00,3,0,1,1,31.16,35.605,58,35.0008,88,337,425,1,425,
8/19/2011 19:00,3,0,1,3,25.42,29.545,73,31.0009,33,132,165,1,,
8/19/2011 20:00,3,0,1,3,25.42,28.79,83,19.9995,12,46,58,1,,
8/19/2011 21:00,3,0,1,1,25.42,28.79,83,8.9981,18,89,107,1,,
8/19/2011 22:00,3,0,1,1,24.6,27.275,88,8.9981,25,97,122,1,,
8/19/2011 23:00,3,0,1,2,24.6,27.275,88,6.0032,18,88,106,1,,
9/1/2011 0:00,3,0,1,1,24.6,28.79,78,7.0015,18,33,51,1,,
9/1/2011 1:00,3,0,1,1,24.6,29.545,73,6.0032,7,14,21,1,,
9/1/2011 2:00,3,0,1,1,23.78,27.275,78,6.0032,14,11,25,1,,11
9/1/2011 3:00,3,0,1,1,23.78,27.275,78,6.0032,7,7,14,1,,7
9/1/2011 4:00,3,0,1,1,,26.515,83,6.0032,0,7,7,1,7,7
9/1/2011 5:00,3,0,1,1,22.96,26.515,73,6.0032,1,22,23,1,,
9/1/2011 6:00,3,0,1,1,24.6,28.79,78,,2,103,105,1,,
9/1/2011 7:00,3,0,1,1,24.6,28.79,78,,7,335,342,1,342,
